topo,A,B,maxbond,bytes
ITTN,1.0,0.5,21,197648.0
ITTN,1.0,0.5,24,197648.0
ITTN,1.0,0.5,27,197648.0
ITTN,1.0,0.5,30,197648.0
ITTN,1.0,2.0,3,197648.0
ITTN,1.0,2.0,6,197648.0
ITTN,1.0,2.0,9,197648.0
ITTN,1.0,2.0,12,197648.0
ITTN,1.0,2.0,15,197648.0
ITTN,1.0,2.0,18,197648.0
ITTN,1.0,2.0,21,197648.0
ITTN,1.0,2.0,24,197648.0
ITTN,1.0,2.0,27,197648.0
ITTN,1.0,2.0,30,197648.0
ITTN,1.0,5.0,3,197648.0
ITTN,1.0,5.0,6,197648.0
ITTN,1.0,5.0,9,197648.0
ITTN,1.0,5.0,12,197648.0
ITTN,1.0,5.0,15,197648.0
ITTN,1.0,5.0,18,197648.0
ITTN,1.0,5.0,21,197648.0
ITTN,1.0,5.0,24,197648.0
ITTN,1.0,5.0,27,197648.0
ITTN,1.0,5.0,30,197648.0
ITTN,1.0,10.0,3,197648.0
ITTN,1.0,10.0,6,197648.0
ITTN,1.0,10.0,9,197648.0
ITTN,1.0,10.0,12,197648.0
ITTN,1.0,10.0,15,197648.0
ITTN,1.0,10.0,18,197648.0
ITTN,1.0,10.0,21,197648.0
ITTN,1.0,10.0,24,197648.0
ITTN,1.0,10.0,27,197648.0
ITTN,1.0,10.0,30,197648.0
ITTN,5.0,0.5,3,197648.0
ITTN,5.0,0.5,6,197648.0
ITTN,5.0,0.5,9,197648.0
ITTN,5.0,0.5,12,197648.0
ITTN,5.0,0.5,15,197648.0
ITTN,5.0,0.5,18,197648.0
ITTN,5.0,0.5,21,197648.0
ITTN,5.0,0.5,24,197648.0
ITTN,5.0,0.5,27,197648.0
ITTN,5.0,0.5,30,197648.0
ITTN,5.0,2.0,3,197648.0
ITTN,5.0,2.0,6,197648.0
ITTN,5.0,2.0,9,197648.0
ITTN,5.0,2.0,12,197648.0
ITTN,5.0,2.0,15,197648.0
ITTN,5.0,2.0,18,197648.0
ITTN,5.0,2.0,21,197648.0
ITTN,5.0,2.0,24,197648.0
ITTN,5.0,2.0,27,197648.0
ITTN,5.0,2.0,30,197648.0
ITTN,5.0,5.0,3,197648.0
ITTN,5.0,5.0,6,197648.0
ITTN,5.0,5.0,9,197648.0
ITTN,5.0,5.0,12,197648.0
ITTN,5.0,5.0,15,197648.0
ITTN,5.0,5.0,18,197648.0
ITTN,5.0,5.0,21,197648.0
ITTN,5.0,5.0,24,197648.0
ITTN,5.0,5.0,27,197648.0
ITTN,5.0,5.0,30,197648.0
ITTN,5.0,10.0,3,197648.0
ITTN,5.0,10.0,6,197648.0
ITTN,5.0,10.0,9,197648.0
ITTN,5.0,10.0,12,197648.0
ITTN,5.0,10.0,15,197648.0
ITTN,5.0,10.0,18,197648.0
ITTN,5.0,10.0,21,197648.0
ITTN,5.0,10.0,24,197648.0
ITTN,5.0,10.0,27,197648.0
ITTN,5.0,10.0,30,197648.0
ITTN,15.0,0.5,3,197648.0
ITTN,15.0,0.5,6,197648.0
ITTN,15.0,0.5,9,197648.0
ITTN,15.0,0.5,12,197648.0
ITTN,15.0,0.5,15,197648.0
ITTN,15.0,0.5,18,197648.0
ITTN,15.0,0.5,21,197648.0
ITTN,15.0,0.5,24,197648.0
ITTN,15.0,0.5,27,197648.0
ITTN,15.0,0.5,30,197648.0
ITTN,15.0,2.0,3,197648.0
ITTN,15.0,2.0,6,197648.0
ITTN,15.0,2.0,9,197648.0
ITTN,15.0,2.0,12,197648.0
ITTN,15.0,2.0,15,197648.0
ITTN,15.0,2.0,18,197648.0
ITTN,15.0,2.0,21,197648.0
ITTN,15.0,2.0,24,197648.0
ITTN,15.0,2.0,27,197648.0
ITTN,15.0,2.0,30,197648.0
ITTN,15.0,5.0,3,197648.0
ITTN,15.0,5.0,6,197648.0
ITTN,15.0,5.0,9,197648.0
ITTN,15.0,5.0,12,197648.0
ITTN,15.0,5.0,15,197648.0
ITTN,15.0,5.0,18,197648.0
ITTN,15.0,5.0,21,197648.0
ITTN,15.0,5.0,24,197648.0
ITTN,15.0,5.0,27,197648.0
ITTN,15.0,5.0,30,197648.0
ITTN,15.0,10.0,3,197648.0
ITTN,15.0,10.0,6,197648.0
ITTN,15.0,10.0,9,197648.0
ITTN,15.0,10.0,12,197648.0
ITTN,15.0,10.0,15,197648.0
ITTN,15.0,10.0,18,197648.0
ITTN,15.0,10.0,21,197648.0
ITTN,15.0,10.0,24,197648.0
ITTN,15.0,10.0,27,197648.0
ITTN,15.0,10.0,30,197648.0
ITTN,30.0,0.5,3,197648.0
ITTN,30.0,0.5,6,197648.0
ITTN,30.0,0.5,9,197648.0
ITTN,30.0,0.5,12,197648.0
ITTN,30.0,0.5,15,197648.0
ITTN,30.0,0.5,18,197648.0
ITTN,30.0,0.5,21,197648.0
ITTN,30.0,0.5,24,197648.0
ITTN,30.0,0.5,27,197648.0
ITTN,30.0,0.5,30,197648.0
ITTN,30.0,2.0,3,197648.0
ITTN,30.0,2.0,6,197648.0
ITTN,30.0,2.0,9,197648.0
ITTN,30.0,2.0,12,197648.0
ITTN,30.0,2.0,15,197648.0
ITTN,30.0,2.0,18,197648.0
ITTN,30.0,2.0,21,197648.0
ITTN,30.0,2.0,24,197648.0
ITTN,30.0,2.0,27,197648.0
ITTN,30.0,2.0,30,197648.0
ITTN,30.0,5.0,3,197648.0
ITTN,30.0,5.0,6,197648.0
ITTN,30.0,5.0,9,197648.0
ITTN,30.0,5.0,12,197648.0
ITTN,30.0,5.0,15,197648.0
ITTN,30.0,5.0,18,197648.0
ITTN,30.0,5.0,21,197648.0
ITTN,30.0,5.0,24,197648.0
ITTN,30.0,5.0,27,197648.0
ITTN,30.0,5.0,30,197648.0
ITTN,30.0,10.0,3,197648.0
ITTN,30.0,10.0,6,197648.0
ITTN,30.0,10.0,9,197648.0
ITTN,30.0,10.0,12,197648.0
ITTN,30.0,10.0,15,197648.0
ITTN,30.0,10.0,18,197648.0
ITTN,30.0,10.0,21,197648.0
ITTN,30.0,10.0,24,197648.0
ITTN,30.0,10.0,27,197648.0
ITTN,30.0,10.0,30,197648.0
