gf_name,topology,T,eta,maxbond,error_l1,mem_bytes
gf,BTTN,50.0,5.0,45,0.0055558230901259645,429768
gf,CTTN,50.0,5.0,45,0.006656865785854768,329752
gf,QTT_Int,50.0,5.0,45,1.624177188350995e-7,220560
gf,ITTN,50.0,5.0,45,2.0454554512695345e-18,197648
gf,QTT_Seq,50.0,5.0,50,0.008118519747446868,743224
gf,BTTN,50.0,5.0,50,0.005994550131088803,431432
gf,CTTN,50.0,5.0,50,0.005193834094960412,358040
gf,QTT_Int,50.0,5.0,50,1.9222062715627494e-7,220560
gf,ITTN,50.0,5.0,50,1.874889256178428e-18,197648
gf,QTT_Seq,50.0,5.0,55,0.009333498320779317,660056
gf,BTTN,50.0,5.0,55,0.003957446761096267,462216
gf,CTTN,50.0,5.0,55,0.007191698682432272,333912
gf,QTT_Int,50.0,5.0,55,3.9219250477955984e-11,220560
gf,ITTN,50.0,5.0,55,1.5818038975141705e-18,197648
gf,QTT_Seq,50.0,5.0,60,0.004825544524496304,660024
gf,BTTN,50.0,5.0,60,0.0038467606656002063,478024
gf,CTTN,50.0,5.0,60,0.01020848374342774,363864
gf,QTT_Int,50.0,5.0,60,0.00013330507851387104,220560
gf,ITTN,50.0,5.0,60,2.9045643783139436e-18,197648
gf,QTT_Seq,50.0,10.0,5,0.004406701541422627,267152
gf,BTTN,50.0,10.0,5,0.0036324058480454438,231584
gf,CTTN,50.0,10.0,5,0.004573652755417824,261328
gf,QTT_Int,50.0,10.0,5,5.12821341013872e-7,217232
gf,ITTN,50.0,10.0,5,5.826530125955759e-19,197648
gf,QTT_Seq,50.0,10.0,10,0.0068087945074882085,387160
gf,BTTN,50.0,10.0,10,0.0019384841796611942,270888
gf,CTTN,50.0,10.0,10,0.0057060076168899306,340568
gf,QTT_Int,50.0,10.0,10,1.5393731717286269e-6,217232
gf,ITTN,50.0,10.0,10,1.4541407187096336e-18,197648
gf,QTT_Seq,50.0,10.0,15,0.003603763195630703,482008
gf,BTTN,50.0,10.0,15,0.004785623892091072,297512
gf,CTTN,50.0,10.0,15,0.006512359231814991,328920
gf,QTT_Int,50.0,10.0,15,3.761678151088684e-5,217232
gf,ITTN,50.0,10.0,15,1.3262522731659837e-18,197648
gf,QTT_Seq,50.0,10.0,20,0.004112273067009996,529432
gf,BTTN,50.0,10.0,20,0.005186587618886386,322472
gf,CTTN,50.0,10.0,20,0.0017068459432407492,329752
gf,QTT_Int,50.0,10.0,20,1.4541024741672068e-5,217232
gf,ITTN,50.0,10.0,20,1.1847632050721382e-18,197648
gf,QTT_Seq,50.0,10.0,25,0.004327399661439059,581848
gf,BTTN,50.0,10.0,25,0.003942279369735091,349928
gf,CTTN,50.0,10.0,25,0.004879002278084062,343896
gf,QTT_Int,50.0,10.0,25,6.048293857080186e-7,217232
gf,ITTN,50.0,10.0,25,1.4439381459525354e-18,197648
gf,QTT_Seq,50.0,10.0,30,0.001908128987640894,586008
gf,BTTN,50.0,10.0,30,0.003527161228940268,360744
gf,CTTN,50.0,10.0,30,0.0023259625827744693,354712
gf,QTT_Int,50.0,10.0,30,1.8222858251094152e-5,217232
gf,ITTN,50.0,10.0,30,8.501473152769071e-19,197648
gf,QTT_Seq,50.0,10.0,35,0.005326503918008861,550232
gf,BTTN,50.0,10.0,35,0.0028710934627486887,375688
gf,CTTN,50.0,10.0,35,0.001331560015239328,351384
gf,QTT_Int,50.0,10.0,35,5.3629511397232755e-6,218896
gf,ITTN,50.0,10.0,35,1.0940916594700005e-18,197648
gf,QTT_Seq,50.0,10.0,40,0.0025969635655984876,515288
gf,BTTN,50.0,10.0,40,0.004388325386880861,417288
gf,CTTN,50.0,10.0,40,0.0043110633958902455,344728
gf,QTT_Int,50.0,10.0,40,2.213840662810571e-6,217232
gf,ITTN,50.0,10.0,40,1.103152626895399e-18,197648
gf,QTT_Seq,50.0,10.0,45,0.0032612882106371017,576024
gf,BTTN,50.0,10.0,45,0.0017397220648930017,417288
gf,CTTN,50.0,10.0,45,0.003116437745833,358872
gf,QTT_Int,50.0,10.0,45,4.8066748762265915e-8,217232
gf,ITTN,50.0,10.0,45,1.4544747350928863e-18,197648
gf,QTT_Seq,50.0,10.0,50,0.003529276162784424,664184
gf,BTTN,50.0,10.0,50,0.0030109355819420694,435592
gf,CTTN,50.0,10.0,50,0.003724767177162207,348888
gf,QTT_Int,50.0,10.0,50,4.72219676439653e-8,218896
gf,ITTN,50.0,10.0,50,2.505907279069221e-18,197648
gf,QTT_Seq,50.0,10.0,55,0.003652396777014672,566040
gf,BTTN,50.0,10.0,55,0.0049392297809393235,456392
gf,CTTN,50.0,10.0,55,0.0019168236213299046,362200
gf,QTT_Int,50.0,10.0,55,3.8063854320740266e-6,217232
gf,ITTN,50.0,10.0,55,1.046796941854431e-18,197648
gf,QTT_Seq,50.0,10.0,60,0.0024690980408548376,642552
gf,BTTN,50.0,10.0,60,0.0042504304680489975,458888
gf,CTTN,50.0,10.0,60,0.0019335269585626226,348056
gf,QTT_Int,50.0,10.0,60,7.777578771383479e-5,217232
gf,ITTN,50.0,10.0,60,1.2624381559098798e-18,197648
gf,QTT_Seq,100.0,0.5,5,0.039096782433947735,255504
gf,BTTN,100.0,0.5,5,0.04235990827141636,220768
gf,CTTN,100.0,0.5,5,0.03183447925755991,252176
gf,QTT_Int,100.0,0.5,5,1.8990868266873937e-17,223888
gf,ITTN,100.0,0.5,5,1.6937451623346158e-17,197648
gf,QTT_Seq,100.0,0.5,10,0.030158946779303072,384664
gf,BTTN,100.0,0.5,10,0.029677300749936096,268392
gf,CTTN,100.0,0.5,10,0.027393989863147963,339736
gf,QTT_Int,100.0,0.5,10,2.0831999273984665e-17,223888
gf,ITTN,100.0,0.5,10,1.3420769522377565e-17,197648
gf,QTT_Seq,100.0,0.5,15,0.031067682235526712,458712
gf,BTTN,100.0,0.5,15,0.018156349972186313,289192
gf,CTTN,100.0,0.5,15,0.022798350551174046,343064
gf,QTT_Int,100.0,0.5,15,1.632034986255718e-17,223888
gf,ITTN,100.0,0.5,15,1.3526449799189039e-17,197648
gf,QTT_Seq,100.0,0.5,20,0.02802758071862571,530264
gf,BTTN,100.0,0.5,20,0.01707887655134058,316648
gf,CTTN,100.0,0.5,20,0.019688849014832782,342232
gf,QTT_Int,100.0,0.5,20,1.4440891894829415e-17,223888
gf,ITTN,100.0,0.5,20,1.665844774631504e-17,197648
gf,QTT_Seq,100.0,0.5,25,0.034197089127833515,586840
gf,BTTN,100.0,0.5,25,0.01052556952091809,330792
gf,CTTN,100.0,0.5,25,0.023212148251494636,366360
gf,QTT_Int,100.0,0.5,25,2.1280821149722132e-17,223888
gf,ITTN,100.0,0.5,25,1.7424092081147462e-17,197648
gf,QTT_Seq,100.0,0.5,30,0.03294787114784864,612632
gf,BTTN,100.0,0.5,30,0.010950108048574608,361576
gf,CTTN,100.0,0.5,30,0.022899460599447093,290648
gf,QTT_Int,100.0,0.5,30,1.9112205999326522e-17,223888
gf,ITTN,100.0,0.5,30,1.4201226047066894e-17,197648
gf,QTT_Seq,100.0,0.5,35,0.023763759458995056,774840
gf,BTTN,100.0,0.5,35,0.006087283556908281,359880
gf,CTTN,100.0,0.5,35,0.030226973833268913,317272
gf,QTT_Int,100.0,0.5,35,1.8216901500778324e-17,223888
gf,ITTN,100.0,0.5,35,1.608071161394759e-17,197648
gf,QTT_Seq,100.0,0.5,40,0.032540888086834543,792312
gf,BTTN,100.0,0.5,40,0.004407628041556507,397320
gf,CTTN,100.0,0.5,40,0.024113269004352494,355544
gf,QTT_Int,100.0,0.5,40,1.8327060896053383e-17,223888
gf,ITTN,100.0,0.5,40,1.4721201782984137e-17,197648
gf,QTT_Seq,100.0,0.5,45,0.024291306559098405,841400
gf,BTTN,100.0,0.5,45,0.0045167574491590335,409800
gf,CTTN,100.0,0.5,45,0.027678426367003676,338904
